symbol,side,quantity,price,expected_price,market_impact,market_impact_bps,slippage_bps,commission,timestamp,order_id
BAC,BUY,74,38.18,38.16,0.0001,1.0,0.1,0.37,2026-05-30 15:59:37,BAC_BUY_33
BAC,SELL,187,34.82,34.66,0.0001,1.0,0.1,0.94,2026-06-02 15:59:37,BAC_SELL_34
BAC,SELL,164,38.48,38.74,0.0001,1.0,0.1,0.82,2026-06-13 15:59:37,BAC_SELL_35
GS,BUY,170,364.77,364.4,0.0001,1.0,0.1,0.85,2026-06-05 15:59:37,GS_BUY_0
GS,SELL,199,369.75,370.41,0.0001,1.0,0.1,0.99,2026-05-27 15:59:37,GS_SELL_1
GS,SELL,22,388.11,387.56,0.0001,1.0,0.1,0.11,2026-06-16 15:59:37,GS_SELL_2
GS,BUY,109,380.44,381.46,0.0001,1.0,0.1,0.55,2026-06-29 15:59:37,GS_BUY_3
GS,BUY,145,401.86,400.83,0.0001,1.0,0.1,0.72,2026-06-25 15:59:37,GS_BUY_4
GS,SELL,142,377.5,377.82,0.0001,1.0,0.1,0.71,2026-06-26 15:59:37,GS_SELL_5
GS,SELL,182,366.24,366.81,0.0001,1.0,0.1,0.91,2026-06-24 15:59:37,GS_SELL_6
GS,BUY,107,391.65,391.98,0.0001,1.0,0.1,0.54,2026-07-01 15:59:37,GS_BUY_7
GS,BUY,161,343.12,342.87,0.0001,1.0,0.1,0.81,2026-05-22 15:59:37,GS_BUY_8
GS,BUY,64,365.26,366.12,0.0001,1.0,0.1,0.32,2026-06-29 15:59:37,GS_BUY_9
GS,SELL,107,381.93,381.61,0.0001,1.0,0.1,0.54,2026-05-18 15:59:37,GS_SELL_10
GS,BUY,134,388.98,389.49,0.0001,1.0,0.1,0.67,2026-05-08 15:59:37,GS_BUY_11
GS,BUY,173,385.63,386.07,0.0001,1.0,0.1,0.86,2026-06-18 15:59:37,GS_BUY_12
GS,BUY,189,344.59,343.74,0.0001,1.0,0.1,0.95,2026-05-31 15:59:37,GS_BUY_13
GS,SELL,190,386.68,385.76,0.0001,1.0,0.1,0.95,2026-05-11 15:59:37,GS_SELL_14
GS,SELL,89,390.03,391.14,0.0001,1.0,0.1,0.45,2026-07-01 15:59:37,GS_SELL_15
GS,SELL,151,379.09,378.24,0.0001,1.0,0.1,0.76,2026-05-15 15:59:37,GS_SELL_16
GS,SELL,133,381.55,381.51,0.0001,1.0,0.1,0.67,2026-05-21 15:59:37,GS_SELL_17
GS,BUY,180,374.82,374.84,0.0001,1.0,0.1,0.9,2026-06-24 15:59:37,GS_BUY_18
GS,BUY,43,396.55,397.03,0.0001,1.0,0.1,0.21,2026-06-15 15:59:37,GS_BUY_19
GS,BUY,104,371.92,370.6,0.0001,1.0,0.1,0.52,2026-06-18 15:59:37,GS_BUY_20
GS,BUY,115,346.06,345.95,0.0001,1.0,0.1,0.58,2026-05-22 15:59:37,GS_BUY_21
GS,BUY,37,354.96,353.59,0.0001,1.0,0.1,0.18,2026-05-21 15:59:37,GS_BUY_22
GS,BUY,62,400.33,399.6,0.0001,1.0,0.1,0.31,2026-06-26 15:59:37,GS_BUY_23
GS,SELL,98,365.77,366.19,0.0001,1.0,0.1,0.49,2026-05-10 15:59:37,GS_SELL_24
GS,BUY,108,389.02,387.57,0.0001,1.0,0.1,0.54,2026-05-26 15:59:37,GS_BUY_25
GS,BUY,154,364.65,363.72,0.0001,1.0,0.1,0.77,2026-06-04 15:59:37,GS_BUY_26
GS,BUY,35,372.88,372.39,0.0001,1.0,0.1,0.18,2026-06-15 15:59:37,GS_BUY_27
BLK,BUY,75,720.51,719.96,0.0001,1.0,0.1,0.38,2026-07-04 15:59:37,BLK_BUY_0
BLK,SELL,114,709.4,708.18,0.0001,1.0,0.1,0.57,2026-05-27 15:59:37,BLK_SELL_1
BLK,SELL,79,724.47,726.19,0.0001,1.0,0.1,0.4,2026-06-11 15:59:37,BLK_SELL_2
BLK,BUY,62,753.94,754.25,0.0001,1.0,0.1,0.31,2026-06-02 15:59:37,BLK_BUY_3
BLK,SELL,199,759.05,760.86,0.0001,1.0,0.1,0.99,2026-06-25 15:59:37,BLK_SELL_4
BLK,BUY,60,644.68,643.98,0.0001,1.0,0.1,0.3,2026-05-24 15:59:37,BLK_BUY_5
BLK,BUY,73,751.63,752.65,0.0001,1.0,0.1,0.36,2026-06-29 15:59:37,BLK_BUY_6
BLK,BUY,25,688.06,687.01,0.0001,1.0,0.1,0.12,2026-06-22 15:59:37,BLK_BUY_7
BLK,SELL,58,744.22,744.14,0.0001,1.0,0.1,0.29,2026-05-21 15:59:37,BLK_SELL_8
BLK,SELL,78,688.02,690.88,0.0001,1.0,0.1,0.39,2026-06-15 15:59:37,BLK_SELL_9
BLK,SELL,100,763.93,762.36,0.0001,1.0,0.1,0.5,2026-05-30 15:59:37,BLK_SELL_10
BLK,SELL,163,704.97,704.11,0.0001,1.0,0.1,0.82,2026-05-12 15:59:37,BLK_SELL_11
BLK,SELL,120,704.7,704.86,0.0001,1.0,0.1,0.6,2026-06-18 15:59:37,BLK_SELL_12
BLK,BUY,117,725.71,728.09,0.0001,1.0,0.1,0.58,2026-06-02 15:59:37,BLK_BUY_13
BLK,BUY,191,690.98,688.84,0.0001,1.0,0.1,0.96,2026-05-21 15:59:37,BLK_BUY_14
BLK,BUY,148,676.0,675.47,0.0001,1.0,0.1,0.74,2026-06-05 15:59:37,BLK_BUY_15
BLK,BUY,186,715.83,717.29,0.0001,1.0,0.1,0.93,2026-06-14 15:59:37,BLK_BUY_16
BLK,BUY,135,708.88,707.59,0.0001,1.0,0.1,0.68,2026-05-24 15:59:37,BLK_BUY_17
BLK,BUY,127,768.26,769.66,0.0001,1.0,0.1,0.64,2026-06-03 15:59:37,BLK_BUY_18
BLK,SELL,177,720.94,719.41,0.0001,1.0,0.1,0.89,2026-05-29 15:59:37,BLK_SELL_19
BLK,SELL,129,732.43,732.48,0.0001,1.0,0.1,0.65,2026-05-15 15:59:37,BLK_SELL_20
BLK,SELL,114,742.33,741.94,0.0001,1.0,0.1,0.57,2026-05-26 15:59:37,BLK_SELL_21
BLK,SELL,197,747.61,751.01,0.0001,1.0,0.1,0.98,2026-06-06 15:59:37,BLK_SELL_22
BLK,SELL,147,707.88,705.44,0.0001,1.0,0.1,0.73,2026-05-20 15:59:37,BLK_SELL_23
BLK,SELL,67,745.05,745.53,0.0001,1.0,0.1,0.34,2026-06-24 15:59:37,BLK_SELL_24
BLK,BUY,58,696.78,698.98,0.0001,1.0,0.1,0.29,2026-05-31 15:59:37,BLK_BUY_25
BLK,BUY,88,727.37,727.54,0.0001,1.0,0.1,0.44,2026-05-14 15:59:37,BLK_BUY_26
BLK,BUY,119,774.91,775.15,0.0001,1.0,0.1,0.59,2026-05-28 15:59:37,BLK_BUY_27
